NAME;CITY;ID NUMBER;GENDER;SOCIAL STATUS;AGE;EDUCATION LEVEL;NEWS TYPE;FAKE NEWS SHARED THIS MONTH
Paulina Pfeffer;Santa Marta;026-92-2220;M;2;59;Profesional;;0
Johnathan Bahringer;Barranquilla;092-66-6260;M;5;43;Profesional;Farandula;4
Ms. Marquis Ullrich;Cartagena;351-72-8485;M;5;41;Profesional;Cientifica,Economica,Farandula,Politica;4
Ermelinda Kiehn;Santa Marta;126-37-1430;F;6;44;Tecnico;Economica,Cientifica;4
Michale Kshlerin;Barranquilla;193-96-1006;F;5;53;Profesional;Politica,Economica,Farandula;1
Pilar Boehm;Cartagena;209-52-2268;F;4;34;Profesional;Farandula;5
Rossie Herman;Cartagena;072-86-9030;M;6;51;Profesional especializacion/master;;0
Carlita O'Conner;Santa Marta;154-75-7859;M;5;57;Tecnico;;0
Fern Rolfson;Barranquilla;332-06-5325;F;5;21;Tecnico;;0
Jasper Wehner;Cartagena;735-89-4963;F;2;32;Tecnico;Economica,Farandula,Politica;4
Jere Schmeler;Cartagena;348-97-3382;F;6;28;Tecnico;Farandula;4
Tracy O'Connell JD;Cartagena;756-51-7435;M;2;45;Profesional;Cientifica,Economica,Farandula,Politica;4
Sen. Caroll Welch;Barranquilla;064-37-3975;M;2;35;Profesional;Farandula,Cientifica,Economica;5
Alphonse McCullough MD;Cartagena;215-68-7816;F;2;31;Profesional;Farandula,Politica,Economica;4
Gustavo Cremin Sr.;Barranquilla;497-97-3671;F;1;60;Tecnico;;0
Hugh Rath;Barranquilla;019-76-0222;F;6;53;Tecnico;;0
Danny Effertz;Barranquilla;167-23-0219;M;6;37;Profesional;Cientifica,Economica,Farandula,Politica;4
Norris Donnelly;Barranquilla;416-48-3047;F;4;26;Profesional;Politica,Cientifica,Farandula,Economica;6
Osvaldo Osinski;Barranquilla;161-60-4640;M;5;57;Profesional;Politica,Farandula,Economica;1
Bo Daniel;Santa Marta;056-17-8571;F;1;49;Tecnico;Politica;1
Randell Pagac;Cartagena;830-25-3659;M;6;38;Profesional;Cientifica,Politica,Farandula,Economica;6
Katharina Waelchi Ret.;Cartagena;523-97-0691;M;5;16;Profesional;Politica;1
Brandon Jenkins;Santa Marta;858-39-4728;F;6;20;Profesional;Cientifica;1
Hilton Klein;Cartagena;390-54-6315;F;5;25;Tecnico;Economica,Politica,Farandula;6
Anton Wiegand;Cartagena;787-86-6355;M;5;14;Colegio;;0
Gov. Van Jacobs;Santa Marta;241-87-1094;F;3;26;Profesional;Cientifica,Politica;4
Miss Hortensia Harvey;Santa Marta;215-29-1551;F;1;43;Tecnico;Farandula;6
Jovan Rohan;Cartagena;376-54-5600;M;1;16;Profesional;Farandula;1
Miss Charla Durgan;Cartagena;645-02-1077;M;1;54;Profesional especializacion/master;;0
Prof. Lane Mayert;Cartagena;023-85-4442;F;2;47;Profesional;Cientifica;1
Doreatha Wisozk;Barranquilla;424-65-8316;M;5;23;Profesional;Politica;6
Ehtel Thompson;Santa Marta;564-19-0160;M;6;32;Profesional;Cientifica,Farandula,Politica;6
Ms. Mike Haley;Cartagena;625-57-1193;M;2;28;Profesional;Politica,Cientifica,Farandula,Economica;4
Floyd Kuhic;Cartagena;321-22-0284;F;1;48;Tecnico;;0
Pres. Miles Schowalter;Cartagena;313-63-6381;M;1;57;Profesional especializacion/master;Cientifica;1
Alexa Huel;Cartagena;006-82-2797;M;2;21;Tecnico;;0
Meridith Huel;Barranquilla;628-06-6707;M;1;40;Profesional especializacion/master;Farandula,Economica,Cientifica;5
Sam Schroeder;Cartagena;412-30-5623;M;2;52;Tecnico;Politica;1
Marsha Von;Santa Marta;091-73-8546;M;1;17;Tecnico;Cientifica,Economica;1
Noreen Johns;Barranquilla;336-05-2339;F;5;45;Profesional especializacion/master;Cientifica;5
Desmond Denesik;Barranquilla;724-93-7852;F;4;45;Profesional especializacion/master;Politica;4
Zane Jones;Cartagena;610-93-3338;M;6;29;Profesional;Politica,Cientifica,Farandula,Economica;4
Patricia Russel;Santa Marta;150-92-2875;F;6;20;Profesional;Politica,Cientifica;1
Elmira Keebler;Santa Marta;876-76-5686;M;5;38;Tecnico;Economica,Farandula,Politica,Cientifica;4
Gov. Aurea Gaylord;Santa Marta;081-27-4222;F;3;52;Tecnico;Economica,Cientifica;1
Doyle O'Hara;Cartagena;818-09-7494;M;2;16;Tecnico;Farandula,Economica,Politica,Cientifica;1
Lael Price;Barranquilla;837-34-4303;F;4;26;Profesional;Cientifica,Farandula;4
Lakisha Ruecker;Barranquilla;270-23-3028;M;6;16;Profesional;;0
Rosario Walker;Barranquilla;664-73-1243;F;2;37;Tecnico;Farandula,Economica,Politica;5
Julian Schumm MD;Cartagena;394-63-4831;F;5;39;Tecnico;Economica,Politica;6
Sen. Deanna Strosin;Cartagena;107-01-5672;M;6;39;Tecnico;Farandula,Politica;5
The Hon. Jasper VonRueden;Barranquilla;052-11-6604;F;3;32;Tecnico;Economica;6
Jodi Streich;Santa Marta;731-09-6394;M;2;17;Profesional;Economica,Politica,Cientifica;1
Carina Mraz;Cartagena;194-02-4246;M;2;26;Tecnico;Cientifica,Politica,Farandula,Economica;5
Pres. Hortense Weimann;Santa Marta;684-83-8675;F;6;38;Tecnico;Farandula,Politica;5
Augustus Spencer;Santa Marta;664-64-8753;M;6;27;Tecnico;Cientifica,Economica;6
Letha Prohaska;Barranquilla;258-18-5576;M;5;32;Tecnico;Politica;5
Andreas Waters JD;Santa Marta;120-39-4996;M;1;24;Profesional;Economica;5
Pansy Schuppe;Barranquilla;136-05-1608;M;1;28;Profesional;Politica,Cientifica,Farandula;4
Blair Osinski;Cartagena;896-38-0713;M;5;16;Profesional;Cientifica,Politica,Farandula,Economica;1
Anja Fisher;Cartagena;668-89-0880;F;5;26;Profesional;Economica,Cientifica,Farandula,Politica;6
Alleen Krajcik;Santa Marta;510-18-5836;M;1;19;Tecnico;;0
Dr. Ceola Yost;Santa Marta;617-26-5900;F;5;18;Profesional;Cientifica;1
Desirae Spinka;Cartagena;281-34-9861;M;1;38;Profesional;Politica,Farandula,Economica,Cientifica;4
Mrs. Gennie Hoppe;Barranquilla;503-24-0319;M;1;28;Tecnico;Farandula;6
Jeffry Hirthe;Santa Marta;463-76-7524;F;3;44;Profesional;Economica;6
Amee McLaughlin;Barranquilla;599-70-1517;M;5;55;Tecnico;Economica,Cientifica,Politica;1
Elton Tromp;Cartagena;822-95-5545;F;3;20;Profesional;Economica,Politica,Cientifica,Farandula;1
Vernetta Lindgren Ret.;Santa Marta;239-73-6723;M;1;19;Profesional;Politica,Cientifica,Economica,Farandula;1
Elton Beer;Santa Marta;829-44-2121;M;1;39;Tecnico;Politica;6
Coleman Rice;Barranquilla;304-86-8992;M;5;18;Tecnico;Politica,Farandula;1
Kellee Herman;Cartagena;208-03-7437;F;4;40;Profesional especializacion/master;Cientifica;4
Cortez Lockman;Cartagena;606-59-3624;F;6;44;Profesional;Farandula,Cientifica,Economica,Politica;6
Silas Lind;Barranquilla;894-04-0052;F;5;18;Profesional;Economica,Politica,Cientifica,Farandula;1
June Bergnaum;Barranquilla;315-02-2564;F;4;21;Profesional;;0
Evan King II;Santa Marta;880-54-9163;M;6;43;Profesional;Cientifica,Economica;4
Carter Jenkins Sr.;Cartagena;192-96-9685;M;3;42;Tecnico;Cientifica;6
Rep. Elias Batz;Cartagena;208-50-7239;F;5;54;Profesional;;0
Eldridge Thompson;Barranquilla;123-31-8113;F;5;37;Profesional;Cientifica,Farandula,Politica,Economica;5
Ila McDermott PhD;Santa Marta;524-34-2077;F;2;43;Tecnico;Farandula,Economica,Cientifica;5
Tommy McCullough;Barranquilla;168-01-3012;F;2;58;Profesional;Farandula;1
Kasandra Dickinson;Barranquilla;396-05-1379;M;4;60;Tecnico;;0
Richie Little;Cartagena;119-79-6345;M;6;46;Profesional;;0
Fr. Eddy Zieme;Cartagena;890-36-8896;M;4;36;Tecnico;Politica,Cientifica;4
Wesley Auer;Cartagena;114-98-4643;M;3;22;Tecnico;Economica,Politica,Cientifica;4
Rory Thiel;Cartagena;605-79-0509;F;5;41;Tecnico;Politica;6
Long Borer DVM;Santa Marta;065-49-0753;F;1;50;Profesional doctorado;Farandula,Politica,Cientifica,Economica;1
Benedict Gulgowski;Cartagena;284-78-2757;M;4;16;Tecnico;;0
Gov. Tonya Dare;Barranquilla;209-08-4492;M;1;42;Profesional especializacion/master;Cientifica,Politica,Economica,Farandula;5
Alexa Daugherty;Barranquilla;299-07-5111;M;1;20;Tecnico;Economica,Politica;1
Lane Wehner;Barranquilla;069-13-6739;M;4;18;Tecnico;;0
Brendon Parker;Santa Marta;544-30-8997;F;2;34;Profesional especializacion/master;Farandula,Politica,Cientifica;4
Dannie Stokes;Santa Marta;133-92-2889;M;3;37;Profesional;Economica,Politica,Cientifica;6
Jeff Hagenes;Cartagena;439-22-4821;M;3;44;Tecnico;Farandula;5
Marc Kassulke;Santa Marta;443-96-4987;M;6;60;Profesional especializacion/master;;0
Gov. Fredric Kub;Santa Marta;792-33-7748;F;6;39;Tecnico;Cientifica;6
Jamal Kuvalis;Santa Marta;668-93-8987;M;5;22;Tecnico;Politica,Cientifica;5
Cletus Friesen Sr.;Barranquilla;058-94-8135;F;5;23;Profesional;Farandula,Politica,Cientifica,Economica;5
Gov. Shin Hilpert;Santa Marta;268-85-9526;M;1;51;Profesional especializacion/master;;0
Elvin Schaefer;Barranquilla;813-38-2159;F;4;54;Tecnico;Farandula,Economica,Politica,Cientifica;1
Rep. Mee Powlowski;Santa Marta;374-48-9817;M;3;28;Profesional;Cientifica;6
Mrs. Margrett Heidenreich;Cartagena;299-44-0763;M;2;56;Profesional;;0
Neil Kirlin;Santa Marta;733-28-4746;M;4;45;Profesional;Cientifica,Politica,Farandula,Economica;6
Dulcie Welch;Santa Marta;717-19-4633;F;1;45;Tecnico;Farandula,Politica,Economica;4
Mirella Roberts;Cartagena;093-81-8208;M;5;51;Profesional doctorado;;0
Shanel Satterfield;Barranquilla;600-55-0459;F;5;41;Profesional;Economica,Farandula,Cientifica,Politica;5
Marcellus Hand;Barranquilla;378-75-9402;M;6;44;Profesional;Cientifica,Economica;6
Amb. Darron Jast;Barranquilla;217-96-2715;F;5;31;Profesional;Farandula,Cientifica;5
Dana Parker;Santa Marta;314-36-2285;F;4;16;Profesional;;0
Manuel Ledner;Barranquilla;498-87-8502;F;4;42;Tecnico;Farandula,Politica;6
Nakia Schimmel;Barranquilla;429-06-4206;M;5;31;Profesional;Politica,Economica,Cientifica;6
The Hon. Felton Stanton;Santa Marta;411-89-7619;M;3;36;Profesional;Politica,Farandula,Economica,Cientifica;6
Brenton Walker I;Cartagena;774-71-5204;M;1;17;Profesional;;0
Tawana Ritchie;Barranquilla;219-87-5112;M;6;41;Profesional especializacion/master;Economica,Politica,Cientifica,Farandula;6
Davina Mitchell;Barranquilla;890-46-2586;F;6;33;Tecnico;Politica,Cientifica,Economica;5
Verlie Sporer;Cartagena;589-86-2080;M;2;32;Profesional especializacion/master;Politica,Cientifica,Farandula;4
Tasha Heidenreich;Barranquilla;715-42-5442;M;2;20;Tecnico;Politica,Cientifica,Farandula,Economica;1
Olin Turcotte;Barranquilla;076-15-9009;F;4;35;Profesional;Economica;5
Lionel Schmidt;Cartagena;827-72-7627;F;5;42;Profesional;Farandula,Cientifica,Politica;5
Mauro Runte;Cartagena;024-12-2486;M;4;56;Profesional;Cientifica,Politica;1
Esther Kub;Barranquilla;885-58-6590;M;5;60;Profesional;;0
Lilliana Dach DO;Santa Marta;386-72-6480;F;3;30;Tecnico;Politica,Economica;6
Gov. Kenneth Brakus;Cartagena;542-65-2792;M;6;20;Tecnico;Cientifica,Politica;1
Mrs. Jewel Bayer;Barranquilla;742-13-3582;M;5;58;Tecnico;Politica,Economica,Cientifica,Farandula;1
Ramon Runte;Barranquilla;653-31-4242;F;3;53;Tecnico;;0
Sen. Dacia Schneider;Santa Marta;038-26-9427;M;2;51;Profesional;;0
Denisse Thompson;Cartagena;790-39-8903;F;4;35;Tecnico;Cientifica,Farandula,Politica;4
Kendrick Bernier;Cartagena;024-24-5665;M;6;32;Profesional doctorado;Farandula;4
Ocie Collier DDS;Cartagena;202-95-9006;F;2;56;Tecnico;;0
Jodee Herzog;Barranquilla;545-73-1690;F;4;33;Profesional;Economica,Cientifica;4
Mariella Wilderman DVM;Barranquilla;422-92-6553;F;1;17;Tecnico;Politica,Economica,Farandula,Cientifica;1
Layla Haag;Santa Marta;624-05-1411;M;5;60;Profesional;;0
Leif Kirlin;Cartagena;705-30-7072;F;4;38;Tecnico;Cientifica,Politica;6
Gertha Ullrich;Santa Marta;414-99-4725;M;1;37;Profesional doctorado;Economica,Cientifica,Politica,Farandula;4
Sylvie DuBuque;Barranquilla;157-65-6756;F;1;51;Profesional;;0
Kiara Bednar;Cartagena;895-66-5238;F;4;31;Profesional especializacion/master;Farandula,Politica,Cientifica;5
Ezekiel O'Reilly;Santa Marta;357-83-4234;M;3;30;Profesional especializacion/master;Farandula,Cientifica;5
Johnnie Bruen;Barranquilla;213-68-6552;M;1;45;Tecnico;Economica;4
Dr. Jacquline Mante;Cartagena;805-39-0905;M;1;21;Tecnico;Cientifica,Economica,Farandula;1
Beula Buckridge;Santa Marta;882-84-0168;M;3;40;Tecnico;Economica;5
Michele Champlin;Cartagena;510-09-7751;F;1;42;Profesional especializacion/master;Economica,Cientifica,Farandula,Politica;5
Audra Huels;Cartagena;167-21-3914;M;5;20;Profesional;Politica,Economica;1
Tayna Miller;Cartagena;481-10-4055;F;6;35;Profesional;Farandula,Economica,Politica,Cientifica;4
Wilson Gusikowski;Santa Marta;421-26-6137;M;3;37;Profesional;Farandula;6
Alita Will;Cartagena;326-28-5724;F;1;43;Profesional;Economica,Cientifica,Politica,Farandula;5
Miles Abshire;Barranquilla;500-81-0943;M;3;20;Tecnico;;0
Miss Mariann Ledner;Barranquilla;867-84-4005;M;1;19;Profesional;;0
Tarra Marks;Cartagena;707-71-1518;F;5;39;Profesional;Economica,Cientifica;5
Rep. Ai Boyle;Cartagena;720-15-4765;M;4;18;Tecnico;Economica,Farandula,Politica;1
Casey Leuschke;Santa Marta;203-49-1413;F;5;32;Tecnico;Economica,Farandula,Cientifica,Politica;6
Freddy Zboncak;Santa Marta;292-27-0177;F;6;47;Tecnico;;0
Veronique Lesch;Barranquilla;026-48-3285;M;6;38;Tecnico;Economica,Cientifica,Farandula;4
Sen. Yetta Ruecker;Barranquilla;875-40-2279;M;6;29;Tecnico;Politica,Economica;5
Sharri Kris;Santa Marta;806-80-5281;F;2;47;Profesional;;0
Gustavo Baumbach;Barranquilla;287-22-6332;M;6;22;Profesional;Economica;6
Marianne Gottlieb;Barranquilla;395-71-8091;M;2;52;Profesional;;0
Mara Sanford;Cartagena;553-68-6705;F;5;42;Tecnico;Farandula,Economica,Cientifica,Politica;4
Lillie Johns;Santa Marta;111-41-6705;M;1;17;Profesional;Farandula;1
Melita Huels;Cartagena;213-59-3225;F;4;17;Tecnico;Cientifica,Farandula;1
Octavio Moen;Barranquilla;840-64-3947;M;5;50;Profesional;Politica,Farandula,Cientifica,Economica;1
Alberto Kunze;Barranquilla;342-64-0491;F;1;37;Profesional especializacion/master;Politica,Farandula;6
Blondell Langosh;Santa Marta;189-61-7416;M;3;41;Profesional;Cientifica;6
Glenda Huel;Barranquilla;165-40-2328;F;6;25;Tecnico;Economica;5
Joan Feest;Santa Marta;299-64-3046;F;6;44;Profesional;Economica,Farandula;6
Rene Walter;Santa Marta;479-46-0795;M;1;20;Profesional;;0
Wilmer Schuster;Cartagena;252-40-7679;M;2;29;Tecnico;Politica,Cientifica,Farandula;4
Alexander Langosh;Santa Marta;235-91-2852;M;3;34;Profesional especializacion/master;Politica,Cientifica;6
Jame Hudson IV;Barranquilla;461-21-3436;F;6;36;Profesional;Politica;4
Mr. Margie Cruickshank;Cartagena;586-79-2308;F;3;34;Profesional doctorado;Politica,Farandula,Economica;5
Lester Nikolaus;Cartagena;579-27-4186;M;4;19;Tecnico;Cientifica,Politica,Farandula,Economica;1
Fr. Lida Emmerich;Santa Marta;039-09-1490;M;4;31;Tecnico;Politica;5
Gov. Colleen Connelly;Santa Marta;251-89-8892;M;6;30;Tecnico;Economica;6
Bernardo Simonis;Santa Marta;779-98-0371;M;5;26;Tecnico;Politica;4
An Toy;Cartagena;126-41-0780;M;5;31;Profesional especializacion/master;Economica,Farandula,Politica,Cientifica;4
Lazaro Fritsch II;Barranquilla;116-29-7023;M;1;34;Profesional;Cientifica;4
Joe Bartoletti;Barranquilla;511-78-3565;F;6;37;Profesional;Economica,Cientifica;6
Merle Hirthe;Cartagena;174-63-2306;F;6;22;Profesional;Politica;4
Veronica Macejkovic;Cartagena;105-69-4753;F;6;25;Profesional;Politica,Economica,Farandula,Cientifica;5
Cherelle Schiller;Barranquilla;118-50-6068;F;1;46;Profesional;;0
Barry Raynor;Cartagena;295-01-7890;M;3;31;Tecnico;Cientifica,Farandula,Economica,Politica;5
Msgr. Raymon Fritsch;Barranquilla;392-63-1434;F;6;33;Tecnico;Cientifica,Farandula,Economica,Politica;6
Rich Yundt;Barranquilla;023-58-4492;F;4;44;Tecnico;Farandula,Politica;6
Francesco Kozey;Cartagena;170-66-3332;F;6;17;Profesional;Economica,Cientifica,Politica,Farandula;1
Miss Annelle Emmerich;Barranquilla;597-28-7496;F;1;50;Profesional especializacion/master;;0
Louvenia Hartmann;Barranquilla;532-86-1344;F;2;36;Profesional especializacion/master;Economica;4
Alla Abshire;Santa Marta;826-20-3843;F;3;52;Tecnico;Farandula,Cientifica;1
Georgie Little;Barranquilla;009-48-5402;F;5;57;Profesional;Economica;1
Amb. Bess Beatty;Santa Marta;334-64-1615;F;3;19;Tecnico;Farandula,Economica,Politica;1
Antonio Cronin;Barranquilla;682-72-2598;F;1;42;Tecnico;Cientifica,Economica,Farandula;6
Al Ankunding;Cartagena;835-66-2858;M;6;50;Tecnico;Cientifica,Politica,Farandula,Economica;1
Lawrence Gutkowski;Barranquilla;775-23-5914;M;1;40;Tecnico;Politica;5
Freddie Dickens;Santa Marta;456-38-4913;M;6;40;Profesional doctorado;Politica,Cientifica;6
Marc Bruen;Santa Marta;871-78-6357;F;1;48;Profesional;;0
Wilson Romaguera;Cartagena;398-03-2276;F;6;40;Tecnico;Economica,Farandula,Cientifica,Politica;4
Dr. Tyler Hudson;Cartagena;372-38-7195;F;2;43;Profesional;Economica,Cientifica;4
Ralph Kuvalis;Barranquilla;609-14-9764;F;6;37;Tecnico;Economica,Politica,Cientifica;5
Devon Rutherford;Santa Marta;247-25-4713;F;2;22;Profesional;Cientifica,Farandula;4
Ehtel Herman;Cartagena;538-02-0973;M;4;39;Profesional;Politica,Cientifica,Economica;5
Dustin Funk;Santa Marta;894-10-4556;M;1;18;Tecnico;;0
Lissette O'Hara;Santa Marta;051-33-1779;M;6;32;Profesional especializacion/master;Economica,Politica,Farandula;6
Mark Paucek;Barranquilla;560-57-7509;F;3;28;Profesional especializacion/master;Politica,Farandula;5
Omer Breitenberg;Cartagena;403-69-4154;M;6;53;Tecnico;Farandula,Politica;1
Bradley Runolfsson IV;Cartagena;333-10-7522;F;5;46;Tecnico;;0
Mariette Rodriguez;Cartagena;297-88-6305;F;4;37;Tecnico;Politica;5
Hobert Macejkovic PhD;Cartagena;889-50-9700;M;2;50;Profesional especializacion/master;;0
Lacy Cremin;Cartagena;391-09-9347;M;2;43;Profesional;Cientifica,Economica,Politica;5
Tiny Schinner;Santa Marta;682-51-7103;M;6;15;Colegio;;0
Lesa Reinger;Barranquilla;399-94-6934;M;6;25;Profesional;Politica,Economica,Cientifica,Farandula;4
Roy Durgan;Santa Marta;040-15-9149;F;2;32;Profesional;Farandula;4
Fr. Bernardina Sawayn;Barranquilla;723-42-8235;F;6;47;Profesional;;0
Shauna Casper;Cartagena;835-15-2862;M;2;15;Colegio;;0
Shanta Gislason;Santa Marta;240-17-1074;M;2;18;Tecnico;;0
Corrin Grant;Cartagena;291-54-1738;M;6;18;Profesional;Farandula,Economica,Politica;1
Agustin Harris;Barranquilla;231-01-6695;M;2;51;Tecnico;;0
Lillian Feeney LLD;Santa Marta;480-31-3796;F;2;20;Tecnico;;0
Harold Bartoletti;Cartagena;071-74-5671;M;3;41;Profesional;Politica,Cientifica;6
Leandro McKenzie;Barranquilla;063-21-3002;F;3;20;Tecnico;;0
Karin Macejkovic;Barranquilla;118-11-5227;M;6;39;Profesional;Farandula;6
Elenore Mayer;Barranquilla;171-85-2864;M;5;48;Profesional especializacion/master;Farandula,Cientifica;1
Carey Kuhic;Cartagena;640-86-3924;M;6;55;Profesional especializacion/master;;0
Cortez Purdy;Santa Marta;751-64-0713;F;6;34;Tecnico;Economica,Politica,Cientifica;5
Hyman Schmitt;Cartagena;745-41-8268;M;6;41;Profesional especializacion/master;Farandula;4
Eliz Nikolaus;Cartagena;078-13-6079;M;4;48;Profesional doctorado;;0
Pres. Joseph Marquardt;Santa Marta;088-45-6144;M;2;34;Profesional;Politica,Cientifica;4
Lisha Boyle;Barranquilla;159-53-3136;M;5;17;Profesional;Cientifica,Farandula,Politica,Economica;1
Fletcher Reynolds IV;Barranquilla;754-89-6480;F;1;40;Tecnico;Farandula;4
Seema Beier;Barranquilla;060-51-5586;F;3;16;Profesional;;0
Willie Barrows;Cartagena;001-08-0421;M;4;25;Profesional;Politica,Farandula;6
Willene Goyette III;Santa Marta;847-54-9689;F;2;43;Profesional;Politica,Cientifica,Economica,Farandula;5
Brett Conroy;Santa Marta;071-10-4134;M;6;31;Tecnico;Cientifica,Politica;4
Britt Heller;Barranquilla;216-44-5925;F;2;36;Tecnico;Farandula,Economica,Politica,Cientifica;5
Shane Jones;Barranquilla;543-97-1910;M;2;51;Tecnico;;0
Arleen Lebsack;Barranquilla;464-99-2159;M;1;21;Profesional;;0
Liza Walter;Santa Marta;060-58-2306;F;1;45;Profesional especializacion/master;Cientifica,Farandula,Economica;4
Miss China Funk;Santa Marta;541-18-4328;M;2;59;Tecnico;Economica;1
Marlon Adams;Santa Marta;583-48-1183;M;6;16;Profesional;;0
Ouida Graham;Santa Marta;855-74-0908;F;4;47;Profesional;;0
Sheldon Hane;Santa Marta;876-78-1542;F;4;51;Tecnico;Cientifica,Economica,Farandula,Politica;1
Micah Zboncak;Santa Marta;889-71-7585;F;4;22;Tecnico;Politica,Cientifica;4
Miguel Kulas;Santa Marta;340-29-4373;M;5;46;Tecnico;;0
Gil Corwin;Cartagena;288-18-4682;F;1;43;Profesional;Politica,Cientifica;4
Pres. Mercedez Rau;Cartagena;150-93-7282;M;5;52;Profesional doctorado;;0
Cathryn Greenfelder;Cartagena;697-88-2183;M;2;29;Profesional especializacion/master;Farandula,Politica,Economica,Cientifica;6
Leon Parisian Ret.;Barranquilla;077-96-9307;F;5;30;Profesional;Politica,Economica;5
Mr. Charity Kemmer;Barranquilla;070-63-0762;M;1;49;Tecnico;Politica,Economica,Farandula,Cientifica;1
Cliff Schiller;Barranquilla;830-38-3671;F;2;60;Profesional;Farandula,Politica,Economica,Cientifica;1
Shelby Kub II;Santa Marta;768-88-6164;F;3;55;Profesional;Economica;1
Pres. Malcom Daniel;Santa Marta;212-32-6086;M;5;53;Profesional;Cientifica,Economica,Politica;1
Melodie Flatley;Santa Marta;159-36-4232;F;3;40;Profesional;Politica;6
Mariam Hettinger;Santa Marta;299-21-8895;F;5;49;Profesional;;0
Terica Grimes;Cartagena;146-39-5582;F;2;30;Profesional;Politica,Cientifica;4
Izola Kemmer Jr.;Cartagena;292-72-8259;M;1;43;Tecnico;Politica,Farandula;4
Sen. Stephen Boyer;Barranquilla;177-76-9150;M;6;46;Profesional;;0
Junko Morar;Cartagena;004-65-4120;M;1;36;Tecnico;Farandula,Economica,Politica;6
The Hon. Anderson Wolf;Barranquilla;170-08-9086;M;2;50;Profesional;;0
Jeannie Collier;Barranquilla;563-88-8639;M;5;16;Profesional;;0
Johnny White II;Santa Marta;712-76-0624;M;4;47;Profesional;;0
Oswaldo Wyman CPA;Barranquilla;501-28-7231;M;3;14;Colegio;;0
Madeleine Renner III;Barranquilla;830-06-4150;F;4;51;Profesional;;0
Mauricio Durgan;Santa Marta;722-01-5186;F;3;30;Profesional especializacion/master;Economica,Farandula;4
Treasa Baumbach;Santa Marta;288-91-8186;M;4;26;Tecnico;Economica,Farandula;5
Prof. Jayne Heathcote;Cartagena;286-42-8051;M;4;48;Profesional;;0
Nanette Hintz;Cartagena;512-15-2592;F;6;56;Tecnico;Politica,Farandula,Cientifica,Economica;1
Cruz Skiles V;Santa Marta;606-71-9457;M;4;26;Profesional;Farandula,Politica,Cientifica;5
Willy Botsford MD;Barranquilla;258-11-4969;M;6;34;Tecnico;Politica,Economica,Farandula,Cientifica;4
Yuko Braun;Santa Marta;607-58-1585;M;1;44;Profesional;Politica,Farandula,Economica;5
Florinda Bode;Barranquilla;710-69-3368;M;3;17;Tecnico;Economica,Farandula,Cientifica;1
Truman Considine;Barranquilla;805-33-5876;F;6;40;Profesional;Politica,Cientifica,Farandula;6
Verda Pfeffer;Santa Marta;843-28-7091;M;4;59;Profesional;;0
Esteban Strosin MD;Barranquilla;298-38-2406;M;6;49;Profesional;Farandula,Cientifica,Economica;1
Mr. Von Huels;Santa Marta;072-21-8284;M;5;36;Profesional especializacion/master;Farandula,Cientifica,Politica,Economica;5
Msgr. Marquis Strosin;Barranquilla;418-36-8660;F;2;46;Tecnico;;0
Pres. Leta Watsica;Cartagena;603-07-7343;F;1;42;Profesional;Politica,Farandula;5
Miss Cherryl Anderson;Cartagena;655-34-3978;M;6;22;Profesional;Politica,Economica;6
Terry Bechtelar;Cartagena;712-52-3022;F;2;40;Profesional;Farandula;4
Dwana Schneider Jr.;Barranquilla;194-10-6434;M;6;43;Tecnico;Cientifica,Politica,Economica;6
Jaye Schroeder;Cartagena;224-68-7294;M;1;28;Profesional;Cientifica,Politica;6
Arlen Gibson;Cartagena;650-70-6882;F;1;14;Colegio;;0
Janita Wisoky;Barranquilla;750-30-4238;F;1;22;Profesional;Economica,Politica;6
Connie Kuphal Ret.;Barranquilla;497-23-8265;F;3;18;Profesional;Politica,Farandula,Economica;1
Hayden White;Santa Marta;210-23-9654;F;1;58;Profesional;;0
Buck Flatley;Barranquilla;038-71-2047;F;1;25;Profesional;Economica;4
Anisa Flatley;Cartagena;623-07-0671;M;2;25;Tecnico;Economica,Farandula,Cientifica,Politica;5
Hermelinda Rice;Barranquilla;424-59-7037;M;2;17;Profesional;Politica;1
Fredric Von;Santa Marta;617-97-4088;M;6;50;Profesional;;0
Colton Wisozk II;Cartagena;519-43-3205;M;4;43;Tecnico;Economica,Farandula,Cientifica;5
Shannon Murray;Santa Marta;839-72-2120;F;3;27;Tecnico;Politica,Economica;5
Edison Considine;Cartagena;806-63-1025;F;3;24;Profesional;Cientifica,Farandula,Economica;5
Pres. Georgeanna Lowe;Barranquilla;883-89-2685;F;4;40;Tecnico;Politica,Economica,Farandula;4
Buffy Schroeder;Cartagena;874-07-0560;F;1;47;Tecnico;;0
Prof. Kim O'Keefe;Barranquilla;194-45-8259;F;4;19;Tecnico;Economica,Farandula,Cientifica;1
Alphonso Stamm;Santa Marta;343-80-6069;M;3;20;Profesional;;0
Marybelle McLaughlin;Barranquilla;819-20-7728;M;4;40;Profesional;Politica,Economica,Farandula;5
Vicente Brakus;Barranquilla;368-54-6092;M;4;56;Profesional;;0
Micheal Bernier;Cartagena;776-69-6380;M;5;43;Tecnico;Cientifica;5
Justin Roob;Santa Marta;702-91-3380;F;4;44;Profesional;Politica,Farandula,Economica,Cientifica;5
Rev. Evan Schroeder;Cartagena;739-84-3407;F;6;55;Profesional doctorado;;0
